OBJECTID,name,lat,lon,wd_mon_mn,wd_mon_af,wd_mon_ev,wd_mon_nh,wd_tue_mn,wd_tue_af,wd_tue_ev,wd_tue_nh,wd_wed_mn,wd_wed_af,wd_wed_ev,wd_wed_nh,wd_thu_mn,wd_thu_af,wd_thu_ev,wd_thu_nh,wd_fri_mn,wd_fri_af,wd_fri_ev,wd_fri_nh,ss_sat_2h,ss_sat_4h,ss_sat_6h,ss_sat_8h,ss_sat_10h,ss_sat_12h,ss_sat_14h,ss_sat_16h,ss_sat_18h,ss_sat_20h,ss_sat_22h,ss_sat_24h,ss_sun_2h,ss_sun_4h,ss_sun_6h,ss_sun_8h,ss_sun_10h,ss_sun_12h,ss_sun_14h,ss_sun_16h,ss_sun_18h,ss_sun_20h,ss_sun_22h,ss_sun_24h,type,healthy
500,Food Loft,1.3153223,103.883142,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
501,Kings Cart Coffee Factory,1.3090864,103.9023852,2,5,1,0,2,5,1,0,2,5,1,0,2,5,1,0,2,5,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,coffeeshop,1
502,YONG LI COFFEE STATION,1.3213064,103.9023606,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
503,Huggs Coffee,1.3177101,103.893902,3.5,5,1.5,0,3.5,5,1.5,0,3.5,5,1.5,0,3.5,5,1.5,0,3.5,5,6,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,coffeeshop,1
504,Joe & Dough,1.3175619,103.8926903,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5.5,0,0,0,0,0,1,2,2,2,2,2,1.5,0,0,0,0,0,1,2,2,2,2,2,1,0,coffeeshop,1
505,Mellvin Coffee Shop,1.3084767,103.9029732,3.5,5,4,0,4,5,5,0,3.5,5,4,0,4,5,5,0,4,5,5,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0.5,2,2,2,2,2,2,0,0,coffeeshop,1
506,Kimly Coffeeshop (Block 2A HDB Eunos),1.3200776,103.9028733,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
507,Hong Lee Coffeeshop,1.3206303,103.9045229,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,coffeeshop,1
508,The Coffee Bean and Tea Leaf - SingPost Centre,1.3186658,103.8939462,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
509,Coffee Expressions Cafe,1.3148438,103.8947611,1.5,5,5,0,1.5,5,5,0,1.5,5,5,0,1.5,5,5,0,1.5,5,5,0,0,0,0,0,0.5,2,2,2,2,2,1,0,0,0,0,0,0.5,2,2,2,2,2,1,0,coffeeshop,1
510,Coexist Coffee Co.,1.3198865,103.8926179,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,0,0,0,0,1.5,2,2,2,2,2,1,0,0,0,0,0,1.5,2,2,2,2,2,1,0,coffeeshop,1
511,Seng Coffee Bar,1.318879,103.910394,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,0,0,0,1,2,2,2,2,2,2,0.5,0,0,0,0,1,2,2,2,2,2,2,0.5,coffeeshop,1
512,The Kopi-Shop,1.3151254,103.9088708,4,5,4,0,4,5,4,0,4,5,4,0,4,5,4,0,4,5,4,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,1,2,2,2,2,2,1.5,0,0,coffeeshop,1
513,Plain Vanilla East Coast,1.307289,103.9065126,3.5,5,3,0,3.5,5,3,0,3.5,5,3,0,3.5,5,3,0,3.5,5,3,0,0,0,0,0.5,2,2,2,2,2,1,0,0,0,0,0,0.5,2,2,2,2,2,1,0,0,coffeeshop,1
514,Tiong Bahru Bakery,1.3131656,103.927376,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,0,0,0,0.5,2,2,2,2,2,2,0,0,0,0,0,0.5,2,2,2,2,2,2,0,0,coffeeshop,1
515,Les Mains Bakehouse,1.3155928,103.9255828,0,0,0,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,coffeeshop,1
516,Coffee Shop Dragon Valley Eateries,1.3234465,103.9233369,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
517,T&D 136 Coffeeshop,1.3278379,103.9353353,4,5,6,1.333333333,4,5,6,1.333333333,4,5,6,1.333333333,4,5,6,1.333333333,4,5,6,1.333333333,0,0,0,1.5,2,2,2,2,2,2,2,0.833333333,0,0,0,1.5,2,2,2,2,2,2,2,0.833333333,coffeeshop,1
518,SK Coffee,1.3251053,103.940954,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,1,2,2,2,2,2,2,2,1,coffeeshop,1
519,Shiweitian Coffee Shop,1.3267772,103.9302885,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,coffeeshop,1
520,168 Kopitiam,1.3201178,103.9444838,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
521,Foodpark coffee shop,1.3193039,103.9432517,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0,0,0,0,1.5,2,2,2,2,2,2,2,0,coffeeshop,1
522,Ching San Eating House,1.3157762,103.9434458,4,4.5,0,1,4,4.5,0,1,4,4.5,0,1,4,4.5,0,1,4,4.5,0,1,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
523,Kopitiam Corner,1.3177175,103.9476046,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
524,Ban Soon Coffee Stall,1.3204911,103.9353133,4,5,5,0,4,5,5,0,4,5,5,0,4,5,5,0,4,5,5,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,1,0,coffeeshop,1
525,Airfield Restaurant,1.320155,103.9445364,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
526,Springleaf Eating House,1.3194638,103.9440325,2,5,6,0,2,5,6,0,2,5,6,0,2,5,6,0,2,5,6,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,2,0,coffeeshop,1
527,Iman Bistro,1.318767,103.9450805,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
528,Café Cartisan Specialty Coffee,1.3318464,103.9463496,1,5,4.5,0,0,0,0,0,1,5,4.5,0,1,5,4.5,0,1,5,5,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,2,2,2,2,2,1,0,coffeeshop,1
529,Generation Coffee Roasters (Bedok),1.3272482,103.9330387,3.5,3.5,0,0,3.5,3.5,0,0,3.5,3.5,0,0,3.5,3.5,0,0,3.5,3.5,0,0,0,0,0,0.5,2,2,2,0,0,0,0,0,0,0,0,0.5,2,2,2,0,0,0,0,0,coffeeshop,1
530,Power Coffeehouse,1.3316743,103.9397236,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,1,2,2,2,2,2,1,0,coffeeshop,1
531,Huggs Coffee,1.3343497,103.9626223,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,1,2,2,2,2,2,1,0,coffeeshop,1
532,another bean,1.3343497,103.9626223,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,coffeeshop,1
533,The Coffee Bean & Tea Leaf - Changi City Point,1.334024,103.9628547,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
534,Flash Coffee,1.3342897,103.9624588,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,2.5,5,5,0,0,0,0,0,0.5,2,2,2,2,2,1,0,0,0,0,0,0.5,2,2,2,2,2,1,0,coffeeshop,1
535,11CC Pte Ltd,1.3167967,103.9767187,0,0,0,0,3,5,2,0,3,5,2,0,3,5,2,0,3,5,4,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,coffeeshop,1
536,Reakella Cafe,1.3347003,103.9652515,3.5,5,0.5,0,3.5,5,0.5,0,3.5,5,0.5,0,3.5,5,0.5,0,3.5,5,0.5,0,0,0,0,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
537,The Coffee Bean & Tea Leaf - Century Square,1.3523888,103.9438567,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
538,Kopifellas,1.3335851,103.9588795,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,0,0,0,0.5,2,2,2,2,2,2,1,0,0,0,0,0.5,2,2,2,2,2,2,1,0,coffeeshop,1
539,Dutch Colony Coffee Co.,1.352202,103.9412621,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,2,2,2,2,2,2,1,0,coffeeshop,1
540,Great Nanyang Coffee Shop,1.3396805,103.9432271,4,5,3,1,4,5,3,1,4,5,3,1,4,5,3,1,4,5,3,1,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
541,Spinelli Coffee Company - IBM Place 2 Building,1.336704,103.965216,2.5,5,1,0,2.5,5,1,0,2.5,5,1,0,2.5,5,1,0,2.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
542,Coffee Boy,1.3559931,103.9862754,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
543,O'Coffee Club Jewel Roastery,1.3603768,103.9889846,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,coffeeshop,1
544,O'Coffee Club T3 Public,1.3552374,103.9865177,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
545,Espressoul Cafe,1.356716,103.98651,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,coffeeshop,1
546,The Coffee Bean and Tea Leaf,1.3544246,103.9605942,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
547,The Coffee Bean and Tea Leaf,1.3761859,103.9558001,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
548,Blk 440 Coffee Shop,1.3690633,103.9586164,4,5,1,0,0,0,0,0,4,5,1,0,4,5,1,0,4,5,1,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,coffeeshop,1
549,The Coffee Bean & Tea Leaf - Jewel,1.3603059,103.9901949,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
550,Coffee Express 2000,1.369306,103.9572914,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
551,St 82 Coffee House,1.352108,103.936474,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,coffeeshop,1
552,Tuas Kampung,1.3318727,103.6380375,4,5,3,1,4,5,3,1,4,5,3,1,4,5,3,1,4,5,3,1,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
553,Delisnacks,1.3420243,103.692602,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
554,Eating Hut,1.3294718,103.6826714,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,coffeeshop,1
555,Kopi Breweries,1.3412456,103.6858136,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
556,Venture Drive Coffee @ NTU,1.3472346,103.6803875,3,5,1,0,3,5,1,0,3,5,1,0,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
557,Ho Hong Eating Place,1.3323779,103.6968109,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0,0,0,0,1.5,2,2,2,2,2,2,2,0,coffeeshop,1
558,Kim San Leng Pte Ltd,1.3341134,103.6969286,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
559,Gourmet Street Canteen,1.3294383,103.6938844,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,1,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,1,coffeeshop,1
560,Eating House 815,1.3453191,103.6960057,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,0.5,0,0,0,2,2,2,2,2,2,2,2,0.5,coffeeshop,1
561,Namtan's Kitchen,1.3342486,103.6991658,0,5,4,0,0,5,4,0,0,5,4,0,0,5,4,0,0,5,4,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,0,0,coffeeshop,1
562,Kopi & Tarts,1.3392697,103.7051807,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,4,5,6,1.5,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
563,Starbucks,1.3390949,103.7059483,3.5,5,6,1,3.5,5,6,1,3.5,5,6,1,3.5,5,6,1,3.5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,1,coffeeshop,1
564,NTWU Canteen,1.3390715,103.7050898,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,coffeeshop,1
565,Toast Box,1.3390666,103.70587,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,0,0,0,0,2,2,2,2,2,2,1.5,0,coffeeshop,1
566,Fun Toast,1.3399257,103.7062886,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,3.5,5,4,0,0,0,0,0.5,2,2,2,2,2,2,0,0,0,0,0,0.5,2,2,2,2,2,2,0,0,coffeeshop,1
567,Jurong Soon Lee Eating House,1.329458,103.7005916,4,5,2,1.25,4,5,2,1.25,4,5,2,1.25,4,5,2,1.25,4,5,2,1.25,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
568,Taman Jurong Food House,1.3344444,103.7222222,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
569,Boon Lay Power Nasi Lemak (Taman Jurong Branch),1.3344604,103.7223496,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
570,Nam Hong Coffee Stall ?????,1.3345582,103.7215287,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,3,5,4,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,coffeeshop,1
571,May Siang Snacks,1.3319844,103.7226347,4,5,1,1.5,4,5,1,1.5,4,5,1,1.5,4,5,1,1.5,4,5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
572,Hook Coffee,1.3362288,103.7135818,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
573,Yeh Lai Siang Coffee ?????,1.3348259,103.7215281,1,5,4.5,0,1,5,4.5,0,1,5,4.5,0,1,5,4.5,0,1,5,4.5,0,0,0,0,0,0,2,2,2,2,2,0.5,0,0,0,0,0,0,2,2,2,2,2,0.5,0,coffeeshop,1
574,158 Food House,1.3284136,103.7225381,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,1.5,2,2,2,2,2,2,2,1.5,0,0,0,1.5,2,2,2,2,2,2,2,1.5,coffeeshop,1
575,Yung Sheng Beverage (90),1.3344654,103.7208458,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
576,Bee Wha Bar,1.334713,103.739339,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,4,5,6,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,0,0,0,1,2,2,2,2,2,2,2,0.5,coffeeshop,1
577,The Coffee Bean & Tea Leaf - JCube,1.3334476,103.7402323,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,coffeeshop,1
578,Coffee Hive (Science Centre Road),1.333194,103.736132,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,coffeeshop,1
579,BGAIN 130 Eating House,1.3351107,103.7394292,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1.5,2,2,2,2,2,2,2,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
580,Pullman Bakery Jurong East,1.3326481,103.7397442,2.5,5,4.5,0,2.5,5,4.5,0,2.5,5,4.5,0,2.5,5,4.5,0,2.5,5,4.5,0,0,0,0,0,1.5,2,2,2,2,2,0.5,0,0,0,0,0,1.5,2,2,2,2,2,0.5,0,coffeeshop,1
581,Flash Coffee,1.3335467,103.7429453,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,2,2,2,2,2,2,1,0,coffeeshop,1
582,Five Grill Kitchen,1.3341897,103.7388698,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,5,6,0.5,0,0,0,0,0,1,2,2,2,2,2,0.5,0,0,0,0,0,1,2,2,2,2,2,0.5,coffeeshop,1
583,Happy Hawkers,1.33451,103.739496,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
584,Maxx Coffee,1.3325776,103.7431039,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,5.5,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,1.5,0,coffeeshop,1
585,The Coffee Bean and Tea Leaf - IMM Building (IMM),1.334998,103.7460627,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,0.5,coffeeshop,1
586,Huggs Collective - JEM,1.3334662,103.7435115,2,5,4.25,0,2,5,4.25,0,2,5,4.25,0,2,5,4.25,0,2,5,5.25,0,0,0,0,0,1,2,2,2,2,2,1.25,0,0,0,0,0,1,2,2,2,2,2,0.25,0,coffeeshop,1
587,Base Coffee,1.3310371,103.7482851,0,0,0,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,1,5,5.5,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0,0,coffeeshop,1
588,Starbucks,1.3332443,103.7430198,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,3.5,5,6,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
589,Lei Yuen Coffee,1.3212038,103.7666052,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,coffeeshop,1
590,Eng Kong Corner,1.3364688,103.7689253,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5,0,2,5,5,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,1,2,2,2,2,2,1,0,coffeeshop,1
591,Makan Central,1.3210738,103.7669149,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,3.5,5,6,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,0,0,0,0.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
592,Kedai Kopi,1.3181919,103.7674183,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,1,2,2,2,2,2,2,2,1,coffeeshop,1
593,Food Loft,1.3209605,103.7670637,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,coffeeshop,1
594,Baker & Cook - Eng Kong Park,1.3364202,103.7681078,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,4.5,0,3.5,5,6,0,0,0,0,0.5,2,2,2,2,2,2,2,0,0,0,0,0.5,2,2,2,2,2,2,2,0,coffeeshop,1
595,Everyday Coffee Trading,1.3385198,103.7570868,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,coffeeshop,1
596,Lei Yuen Delights,1.3212472,103.7666506,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,coffeeshop,1
597,7 Days Coffee Shop,1.3428715,103.7510835,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,4,5,6,1,0,0,0,1.5,2,2,2,2,2,2,2,0.5,0,0,0,1.5,2,2,2,2,2,2,2,0.5,coffeeshop,1
598,Cowpresso Coffee Roasters Singapore,1.3409543,103.7729881,0,0,0,0,0,0,0,0,1,5,4,0,1,5,4,0,0,4,6,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,coffeeshop,1
599,7th Mile Coffee Shop,1.3399497,103.7728945,3,3.5,5.5,0,3,3.5,5.5,0,3,3.5,5.5,0,3,3.5,5.5,0,3,3.5,5.5,0,0,0,0,0,2,2,2,0,1.5,2,2,0,0,0,0,0,2,2,2,0,1.5,2,2,0,coffeeshop,1
600,KONG CAFE,1.3364766,103.7834169,2.25,5,3.5,0,2.25,5,3,0,2.25,5,4,0,2.25,5,4,0,2.25,5,4,0,0,0,0,0,1.5,2,2,2,2,1,0,0,0,0,0,0,1.5,2,2,2,2,1,0,0,coffeeshop,1
601,Enchanted Cafe,1.3386171,103.7789152,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
602,Cafe Link,1.3309463,103.7949868,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,coffeeshop,1
603,MoMiJi Kyoto Cafe,1.3370239,103.7794324,1,5,1.5,0,1,5,1.5,0,1,5,1.5,0,1,5,1.5,0,1,5,1.5,0,0,0,0,0,0,2,2,2,1.5,0,0,0,0,0,0,0,0,2,2,2,1.5,0,0,0,coffeeshop,1
