OBJECTID,name,lat,lon,wd_mon_mn,wd_mon_af,wd_mon_ev,wd_mon_nh,wd_tue_mn,wd_tue_af,wd_tue_ev,wd_tue_nh,wd_wed_mn,wd_wed_af,wd_wed_ev,wd_wed_nh,wd_thu_mn,wd_thu_af,wd_thu_ev,wd_thu_nh,wd_fri_mn,wd_fri_af,wd_fri_ev,wd_fri_nh,ss_sat_2h,ss_sat_4h,ss_sat_6h,ss_sat_8h,ss_sat_10h,ss_sat_12h,ss_sat_14h,ss_sat_16h,ss_sat_18h,ss_sat_20h,ss_sat_22h,ss_sat_24h,ss_sun_2h,ss_sun_4h,ss_sun_6h,ss_sun_8h,ss_sun_10h,ss_sun_12h,ss_sun_14h,ss_sun_16h,ss_sun_18h,ss_sun_20h,ss_sun_22h,ss_sun_24h,type,healthy
1,Alexandra Retail Centre,1.2740465,103.8013246,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,3.5,5,6,0,0,0,0,0.5,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
2,Ang Mo Kio Hub,1.3689812,103.8478606,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,burgerking,0
3,ARTRA,1.2901183,103.8173645,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
4,Bukit Panjang Plaza,1.3800444,103.7642421,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,burgerking,0
5,Buona Vista Community Club,1.3094603,103.7926982,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
6,Burlington Square,1.3021885,103.8527583,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,burgerking,0
7,Central,1.2893005,103.8470263,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,1,burgerking,0
8,Changi Airport Terminal 1 Transit West,1.361813,103.9902721,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,burgerking,0
9,Changi Airport Terminal 1 Viewing Mall East,1.3628685,103.9894943,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,burgerking,0
10,Changi Airport Terminal 3 Transit,1.3555805,103.9861962,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,burgerking,0
11,Changi Airport Terminal 4 Transit,1.3555805,103.9861962,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,burgerking,0
12,Changi Business Park,1.3356287,103.9628977,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
13,Clementi Mall,1.314918,103.7643089,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,burgerking,0
14,Compass One,1.3922341,103.8954396,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,burgerking,0
15,Costal Playgrove,1.2971061,103.8995796,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
16,Eastpoint Mall,1.3428486,103.9532083,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
17,Fairprice Hub,1.326815,103.6789322,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
18,Fernvale Woods,1.3914485,103.8713806,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
19,Heartbeat@Bedok,1.3271175,103.9322493,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
20,Heartland Mall,1.359771,103.8853325,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
21,HillV2,1.3632139,103.7645352,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
22,HomeTeamNS Bedok,1.3414933,103.918978,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
23,HometeamNS@Khatib,1.4147346,103.8310498,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
24,Hougang Rivercourt,1.3632121,103.8952301,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
25,Imm Building,1.3349672,103.7471155,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,0.5,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,0.5,burgerking,0
26,Jewel Changi Airport,1.3602082,103.9897593,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
27,Junction 9,1.4332205,103.8414882,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
28,Jurong East Mall,1.3328303,103.7432656,1.5,5,6,0.5,1.5,5,6,0.5,1.5,5,6,0.5,1.5,5,6,0.5,1.5,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,burgerking,0
29,Jurong Point,1.3388475,103.705229,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
30,Kallang Leisure Park,1.3019217,103.8765378,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
31,Keat Hong Community Centre,1.3842843,103.7448704,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
32,Kebun Baru Community Club,1.3732762,103.8373707,1,5,6,1,1,5,6,1,1,5,6,1,1,5,6,1,1,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,burgerking,0
33,Kent Ridge Centre,1.2938584,103.7845762,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,4,5,6,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,0,burgerking,0
34,Kinex,1.3149417,103.8945413,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
35,Kitchener Complex,1.3082434,103.8623616,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,4,5,6,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,burgerking,0
36,Link@896 Dunearn Road,1.3366304,103.7833461,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
37,Loyang Point,1.3665937,103.9641179,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
38,Marina Bay Link Mall,1.2807557,103.8535776,3,5,4.5,0,3,5,4.5,0,3,5,4.5,0,3,5,4.5,0,3,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,burgerking,0
39,Marina Square,1.2912061,103.8576768,0,0,0,0,0.5,5,5,0,0.5,5,5,0,0.5,5,5,0,1,5,6,0.5,0,0,0,0,0,1.5,2,2,2,2,2,0.5,0,0,0,0,0,1.5,2,2,2,2,2,0.5,burgerking,0
40,Marsiling Mall,1.4334272,103.7797206,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,0,0,0,0.5,2,2,2,2,2,2,2,2,0,0,0,0.5,2,2,2,2,2,2,2,2,burgerking,0
41,NEX,1.3507723,103.8722585,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
42,Parkway Parade,1.3020566,103.90524,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
43,Pasir Ris Sport Centre,1.3740876,103.9519247,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
44,Paya Lebar Square,1.3184573,103.8921203,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
45,Plaza Singapura,1.3005317,103.8452356,1,5,6,0.5,1,5,6,0.5,1,5,6,0.5,1,5,6,0.5,1,5,6,0.5,0,0,0,0,1.5,2,2,2,2,2,2,0.5,0,0,0,0,1.5,2,2,2,2,2,2,0.5,burgerking,0
46,Seletar Mall,1.3911218,103.8759148,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
47,Sembawang Shopping Centre,1.4419459,103.8250936,2.5,5,6,1,2.5,5,6,1,2.5,5,6,1,2.5,5,6,1,2.5,5,6,1,0,0,0,0,1.5,2,2,2,2,2,2,1,0,0,0,0,1.5,2,2,2,2,2,2,1,burgerking,0
48,Suntec City Mall,1.2957055,103.8597298,0.5,5,5,0,0.5,5,5,0,0.5,5,5,0,0.5,5,5,0,0.5,5,6,1.5,0,0,0,0,0,1.5,2,2,2,2,2,1.5,0,0,0,0,0,1.5,2,2,2,2,1,0,burgerking,0
49,Tampines Mall,1.3524936,103.9447179,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
50,Thomson Plaza,1.3545251,103.8315792,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
51,Tiong Bahru Plaza,1.2862911,103.8276799,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
52,Toa Payoh,1.3325864,103.8478421,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,3.5,5,6,2,0,0,0,0.5,2,2,2,2,2,2,2,2,0,0,0,0.5,2,2,2,2,2,2,2,2,burgerking,0
53,United Square Shopping Centre,1.3175985,103.8437303,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
54,VIVA Business Park,1.322751,103.9222272,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,burgerking,0
55,Vivo City,1.2638071,103.8215987,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,1,5,6,0,0,0,0,0,1.5,2,2,2,2,2,2,0,0,0,0,0,1.5,2,2,2,2,2,2,0,burgerking,0
56,Waterway Point,1.40669,103.9021738,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
57,West Coast Community Club,1.3026244,103.7648151,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
58,West Mall,1.3500111,103.7492852,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
59,Wisteria Mall,1.418208,103.8411267,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,burgerking,0
60,Yishun Town Square,1.4264002,103.8362947,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,3,5,6,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,burgerking,0
61,Tiong Hoe Specialty Coffee,1.2909339,103.8031046,3,5,0.75,0,3,5,0.75,0,3,5,0.75,0,3,5,0.75,0,3,5,0.75,0,0,0,0,0,1.5,2,2,2,0.25,0,0,0,0,0,0,0,1.5,2,2,2,0.25,0,0,0,coffeeshop,1
62,Olla Specialty Coffee (Sunset Way),1.3224111,103.7702888,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,coffeeshop,1
63,S11 Coffee Shop,1.3041079,103.7634623,2,5,6,1,2,5,6,1,2,5,6,1,2,5,6,1,2,5,6,1,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,1,coffeeshop,1
64,Rookie's Coffee Shop,1.2860246,103.8034775,0,0,0,0,1,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,coffeeshop,1
65,Flash Coffee,1.3399257,103.7062886,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,3,5,5,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,2,2,2,2,2,2,1,0,coffeeshop,1
66,The Coffee Roaster Cafe @ NUS,1.295979,103.7720608,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
67,Dapper Coffee,1.280295,103.846695,1,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
68,Singapore Coffee,1.295322,103.8535914,2,5,2,0,2,5,2,0,2,5,2,0,2,5,2,0,2,5,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,coffeeshop,1
69,Beng Huat Coffee Stall,1.3039613,103.7643361,0,0,0,0,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,coffeeshop,1
70,Huggs Coffee,1.2998553,103.7877818,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
71,108 Coffee,1.3297026,103.6809308,0.5,5,5.5,0,0.5,5,5.5,0,0.5,5,5.5,0,0.5,5,5.5,0,0.5,5,5.5,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,0,1.5,2,2,2,2,1.5,0,coffeeshop,1
72,The Coffee Bean and Tea Leaf,1.339477,103.707023,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
73,% Arabica Coffee Chip Bee Gardens,1.3117648,103.7967824,3,5,2,0,3,5,2,0,3,5,2,0,3,5,2,0,3,5,3,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,coffeeshop,1
74,Venture Drive Coffee,1.2863092,103.8035736,1,5,0.5,0,1,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,coffeeshop,1
75,MAXI COFFEE BAR,1.2814479,103.8453132,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,coffeeshop,1
76,Tiong Hoe Specialty Coffee at Super Simple,1.299869,103.7880218,3,4.75,0,0,3,4.75,0,0,3,4.75,0,0,3,4.75,0,0,3,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
77,Maxx Coffee,1.2967176,103.7737043,2,5,2,0,2,5,1,0,2,5,2,0,2,5,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
78,Little Big Coffee Roasters,1.3021485,103.793071,3,5,0,0,3,5,0,0,3,5,0,0,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
79,Bub Coffee,1.2923674,103.7865077,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,2.5,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
80,Old Hen Coffee Bar,1.3143733,103.8542,1.5,5,2,0,1.5,5,2,0,1.5,5,2,0,1.5,5,2,0,1.5,5,2,0,0,0,0,0,0.5,2,2,2,2,0,0,0,0,0,0,0,0.5,2,2,2,2,0,0,0,coffeeshop,1
81,The Coffee Bean and Tea Leaf - Alexandra Retail Centre (ARC),1.2736494,103.8015297,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,2,2,2,2,2,2,1,0,coffeeshop,1
82,Detian Coffee Shop,1.2863873,103.8094205,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
83,MAVRX Coffee Bar,1.2930308,103.8322548,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,3,5,1.5,0,0,0,0,0,2,2,2,2,1.5,0,0,0,0,0,0,0,2,2,2,2,1.5,0,0,0,coffeeshop,1
84,Homeground Coffee Roasters,1.2800761,103.8408192,2,5,2,0,2,5,2,0,2,5,2,0,2,5,2,0,2,5,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,coffeeshop,1
85,1st stop Coffee shop,1.3068815,103.7973408,3,5,5,0,2,5,5.5,0,2,5,5.5,0,3,5,5,0,2,5,5.5,0,0,0,0,0,1,2,2,2,2,2,1.5,0,0,0,0,0,1,2,2,2,2,2,1.5,0,coffeeshop,1
86,Kopi Soh (Xing Wang Coffee),1.2933203,103.8029714,4,4,0,2,4,4,0,2,4,4,0,2,0,0,0,0,4,4,0,2,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,coffeeshop,1
87,Flash Coffee,1.2777047,103.8008548,3.5,4,0.5,0,3.5,4,0.5,0,3.5,4,0.5,0,3.5,4,0.5,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
88,Paik's Coffee @ Mapletree Business City,1.2756218,103.8001033,2.5,5,4,0,2.5,5,4,0,2.5,5,4,0,2.5,5,4,0,2.5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
89,The Coffee Bean and Tea Leaf - Palawan Beach,1.2510669,103.817695,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0,3,5,6,0.5,0,0,0,0,2,2,2,2,2,2,2,0.5,0,0,0,0,2,2,2,2,2,2,2,0,coffeeshop,1
90,Baristart Coffee Singapore,1.2540393,103.8146173,2,5,1,0,2,5,1,0,2,5,1,0,2,5,1,0,2,5,1,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,coffeeshop,1
91,DOUBLE SHOT COFFEE,1.2739078,103.8463478,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
92,Huggs Coffee,1.279594,103.847335,4,5,1,0,4,5,1,0,4,5,1,0,4,5,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
93,Toby's Estate Coffee Roasters,1.2899494,103.8373996,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,0,0,0,0.5,2,2,2,2,1,0,0,0,0,0,0,0.5,2,2,2,2,1,0,0,0,coffeeshop,1
94,Tiong Hoe Specialty Coffee (VivoCity),1.2647884,103.822894,3,5,3.75,0,3,5,3.75,0,3,5,3.75,0,3,5,3.75,0,3,5,3.75,0,0,0,0,0,2,2,2,2,2,1.75,0,0,0,0,0,0,2,2,2,2,2,1.75,0,0,coffeeshop,1
95,"Bgain 10, Old Street Coffee House",1.2776132,103.819867,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
96,The Coffee Bean and Tea Leaf - 211 Café,1.2819467,103.8195929,3,5,3,0,3,5,3,0,3,5,3,0,3,5,3,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
97,Common Man Coffee Roasters Quayside Isle,1.2471056,103.8422382,3.5,5,1,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,3.5,5,5,0,0,0,0,0.5,2,2,2,2,1,2,2,0,0,0,0,0.5,2,2,2,2,1,2,2,0,coffeeshop,1
98,Coffee Hive (168 Robinson Rd),1.2777366,103.8476215,4,5,2,0,4,5,2,0,4,5,2,0,4,5,2,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
99,Local Coffee People International Plaza,1.275868,103.8461239,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
100,Flash Coffee,1.2787713,103.8484376,4,5,2,0,4,5,2,0,4,5,2,0,4,5,2,0,4,5,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,coffeeshop,1
101,The Populus,1.2782503,103.8406393,2,5,2.5,0,2,5,2.5,0,2,5,2.5,0,2,5,2.5,0,2,5,5.5,0,0,0,0,0,1,2,2,2,2,2,1.5,0,0,0,0,0,1,2,2,2,2,0.5,0,0,coffeeshop,1
102,Baristart Coffee Singapore,1.2777382,103.844417,2,5,6,0,2,5,6,0,2,5,6,0,2,5,6,0,2,5,6,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,2,0,coffeeshop,1
103,The Coffee Bean and Tea Leaf - International Plaza,1.2756998,103.8458098,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,4,5,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,coffeeshop,1
104,Flash Coffee,1.2806443,103.8538947,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,1,0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
105,Grey Area Coffee Roasters,1.2772183,103.8367295,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,coffeeshop,1
106,Alchemist International Plaza,1.276175,103.846023,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coffeeshop,1
107,Flash Coffee,1.276659,103.8452682,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,3,5,1,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,coffeeshop,1
108,Butler Koffee,1.2870399,103.8454289,3,5,2,0,3,5,2,0,3,5,2,0,3,5,2,0,3,5,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,coffeeshop,1
