GRID_ID,color
KM-107,#A3FF73
KN-107,#C9D3FE
KO-107,#A3FF73
KP-107,#C9D3FE
KQ-107,#A3FF73
MD-107,#C9D3FE
ME-107,#C9D3FE
MG-107,#C9D3FE
MH-107,#BFBF00
MI-107,#A3FF73
MJ-107,#A3FF73
OT-107,#FF7F7F
OU-107,#FF7F7F
OV-107,#FF7F7F
OW-107,#BFBF00
OX-107,#BFBF00
PK-107,#FF7F7F
PM-107,#FF7F7F
JO-106,#C9D3FE
JP-106,#FF7F7F
JQ-106,#FF7F7F
JR-106,#BFBF00
JS-106,#C9D3FE
JT-106,#BFBF00
JV-106,#C9D3FE
JW-106,#FF7F7F
JX-106,#FF7F7F
JY-106,#FF7F7F
JZ-106,#BFBF00
KA-106,#BFBF00
KB-106,#BFBF00
KC-106,#BFBF00
KD-106,#BFBF00
KL-106,#A3FF73
KM-106,#C9D3FE
KN-106,#BFBF00
KO-106,#A3FF73
KP-106,#BFBF00
KQ-106,#A3FF73
LX-106,#A3FF73
MC-106,#C9D3FE
MD-106,#BFBF00
ME-106,#C9D3FE
MF-106,#BFBF00
MG-106,#BFBF00
MH-106,#C9D3FE
MI-106,#BFBF00
MJ-106,#BFBF00
MK-106,#C9D3FE
OS-106,#FF7F7F
OT-106,#BFBF00
OU-106,#BFBF00
OV-106,#BFBF00
OW-106,#BFBF00
OX-106,#C9D3FE
JO-105,#C9D3FE
JP-105,#FF7F7F
JQ-105,#C9D3FE
JR-105,#FF7F7F
JS-105,#BFBF00
JT-105,#BFBF00
JU-105,#C9D3FE
JV-105,#C9D3FE
JW-105,#BFBF00
JX-105,#FF7F7F
JY-105,#BFBF00
JZ-105,#FF7F7F
KA-105,#BFBF00
KB-105,#BFBF00
KC-105,#BFBF00
KD-105,#BFBF00
KL-105,#A3FF73
KM-105,#A3FF73
KO-105,#A3FF73
KQ-105,#C9D3FE
LV-105,#A3FF73
LW-105,#A3FF73
LX-105,#BFBF00
LY-105,#A3FF73
LZ-105,#C9D3FE
MA-105,#C9D3FE
MB-105,#C9D3FE
MC-105,#C9D3FE
MG-105,#BFBF00
MH-105,#BFBF00
MI-105,#C9D3FE
MK-105,#A3FF73
OS-105,#BFBF00
OT-105,#BFBF00
OV-105,#BFBF00
OW-105,#BFBF00
OX-105,#BFBF00
JO-104,#C9D3FE
JP-104,#FF7F7F
JQ-104,#C9D3FE
JR-104,#BFBF00
JS-104,#BFBF00
JT-104,#C9D3FE
JW-104,#FF7F7F
JX-104,#FF7F7F
JY-104,#BFBF00
JZ-104,#C9D3FE
KA-104,#BFBF00
KB-104,#BFBF00
KC-104,#BFBF00
KD-104,#BFBF00
KE-104,#FF7F7F
LP-104,#BFBF00
LQ-104,#A3FF73
LR-104,#A3FF73
LU-104,#A3FF73
LV-104,#BFBF00
LW-104,#A3FF73
LX-104,#C9D3FE
LY-104,#BFBF00
LZ-104,#BFBF00
MA-104,#FF7F7F
MB-104,#FF7F7F
MC-104,#FF7F7F
MG-104,#BFBF00
MH-104,#BFBF00
MJ-104,#BFBF00
MK-104,#BFBF00
OR-104,#C9D3FE
OS-104,#BFBF00
OU-104,#C9D3FE
OV-104,#FF7F7F
OW-104,#BFBF00
PA-104,#C9D3FE
PB-104,#C9D3FE
JP-103,#BFBF00
JQ-103,#BFBF00
JR-103,#C9D3FE
JW-103,#C9D3FE
KA-103,#C9D3FE
KB-103,#BFBF00
KC-103,#BFBF00
KD-103,#C9D3FE
KE-103,#C9D3FE
LP-103,#BFBF00
LQ-103,#BFBF00
LR-103,#BFBF00
LS-103,#BFBF00
LT-103,#A3FF73
LU-103,#BFBF00
LV-103,#A3FF73
LW-103,#A3FF73
LX-103,#C9D3FE
LY-103,#BFBF00
LZ-103,#BFBF00
MA-103,#BFBF00
MB-103,#FF7F7F
MC-103,#C9D3FE
MD-103,#BFBF00
MF-103,#BFBF00
MH-103,#BFBF00
MI-103,#BFBF00
MJ-103,#A3FF73
MK-103,#BFBF00
OR-103,#BFBF00
OS-103,#FF7F7F
OW-103,#FF7F7F
OZ-103,#C9D3FE
PA-103,#FF7F7F
PB-103,#C9D3FE
JO-102,#FF7F7F
JP-102,#C9D3FE
JQ-102,#BFBF00
JR-102,#C9D3FE
JS-102,#BFBF00
JT-102,#C9D3FE
KB-102,#BFBF00
LL-102,#C9D3FE
LM-102,#C9D3FE
LO-102,#C9D3FE
LP-102,#FF7F7F
LQ-102,#BFBF00
LR-102,#BFBF00
LS-102,#BFBF00
LT-102,#BFBF00
LU-102,#A3FF73
LV-102,#BFBF00
LW-102,#A3FF73
LX-102,#C9D3FE
LY-102,#C9D3FE
LZ-102,#C9D3FE
MA-102,#C9D3FE
MC-102,#BFBF00
MD-102,#BFBF00
ME-102,#BFBF00
MF-102,#BFBF00
MG-102,#BFBF00
MH-102,#BFBF00
MI-102,#BFBF00
MJ-102,#BFBF00
MK-102,#BFBF00
OR-102,#C9D3FE
OS-102,#BFBF00
OT-102,#BFBF00
PA-102,#BFBF00
PB-102,#FF7F7F
PC-102,#BFBF00
PF-102,#C9D3FE
FH-101,#C9D3FE
JO-101,#C9D3FE
JP-101,#BFBF00
JQ-101,#BFBF00
JR-101,#BFBF00
JS-101,#C9D3FE
JT-101,#BFBF00
JU-101,#BFBF00
LL-101,#C9D3FE
LM-101,#C9D3FE
LN-101,#BFBF00
LO-101,#C9D3FE
LP-101,#FF7F7F
LQ-101,#BFBF00
LR-101,#BFBF00
LS-101,#A3FF73
LT-101,#C9D3FE
LU-101,#C9D3FE
LV-101,#BFBF00
LW-101,#C9D3FE
LX-101,#BFBF00
LY-101,#BFBF00
LZ-101,#BFBF00
MC-101,#C9D3FE
MD-101,#C9D3FE
ME-101,#C9D3FE
MF-101,#BFBF00
MG-101,#A3FF73
MH-101,#BFBF00
MI-101,#BFBF00
MJ-101,#A3FF73
MK-101,#A3FF73
OL-101,#C9D3FE
OM-101,#C9D3FE
ON-101,#C9D3FE
OO-101,#C9D3FE
OP-101,#C9D3FE
OR-101,#C9D3FE
OS-101,#BFBF00
OT-101,#BFBF00
PD-101,#BFBF00
PE-101,#C9D3FE
PF-101,#C9D3FE
FF-100,#C9D3FE
FG-100,#C9D3FE
FH-100,#C9D3FE
FL-100,#FF7F7F
FM-100,#C9D3FE
FN-100,#FF7F7F
FP-100,#FF7F7F
FQ-100,#BFBF00
GJ-100,#FF7F7F
GL-100,#A3FF73
JO-100,#C9D3FE
JP-100,#BFBF00
JQ-100,#BFBF00
JR-100,#BFBF00
JS-100,#BFBF00
JT-100,#C9D3FE
JU-100,#BFBF00
JV-100,#A3FF73
LM-100,#C9D3FE
LN-100,#C9D3FE
LO-100,#BFBF00
LP-100,#C9D3FE
LQ-100,#BFBF00
LR-100,#FF7F7F
LS-100,#BFBF00
LT-100,#FF7F7F
LU-100,#A3FF73
LV-100,#C9D3FE
LW-100,#C9D3FE
LX-100,#C9D3FE
LY-100,#FF7F7F
LZ-100,#BFBF00
MA-100,#BFBF00
MB-100,#BFBF00
MC-100,#C9D3FE
MD-100,#C9D3FE
ME-100,#C9D3FE
MF-100,#BFBF00
MG-100,#BFBF00
MH-100,#A3FF73
MI-100,#C9D3FE
OJ-100,#C9D3FE
OK-100,#C9D3FE
OL-100,#FF7F7F
OM-100,#FF7F7F
ON-100,#FF7F7F
OO-100,#FF7F7F
OP-100,#FF7F7F
OS-100,#C9D3FE
PE-100,#FF7F7F
FF-99,#C9D3FE
FG-99,#C9D3FE
FH-99,#C9D3FE
FI-99,#C9D3FE
FM-99,#C9D3FE
FN-99,#FF7F7F
FO-99,#FF7F7F
FP-99,#C9D3FE
FT-99,#A3FF73
GI-99,#BFBF00
GJ-99,#BFBF00
GK-99,#C9D3FE
GL-99,#C9D3FE
JP-99,#A3FF73
JQ-99,#BFBF00
JR-99,#C9D3FE
JS-99,#BFBF00
JT-99,#A3FF73
JU-99,#A3FF73
LM-99,#C9D3FE
LN-99,#BFBF00
LO-99,#FF7F7F
LP-99,#FF7F7F
LQ-99,#BFBF00
LR-99,#FF7F7F
LS-99,#BFBF00
LT-99,#BFBF00
LU-99,#A3FF73
LV-99,#C9D3FE
LW-99,#A3FF73
LX-99,#BFBF00
LY-99,#FF7F7F
LZ-99,#C9D3FE
MA-99,#BFBF00
MB-99,#C9D3FE
OJ-99,#C9D3FE
OK-99,#BFBF00
OL-99,#C9D3FE
OM-99,#FF7F7F
ON-99,#BFBF00
OO-99,#C9D3FE
OP-99,#BFBF00
OQ-99,#C9D3FE
FF-98,#C9D3FE
FG-98,#C9D3FE
FI-98,#C9D3FE
FO-98,#FF7F7F
FP-98,#FF7F7F
FQ-98,#FF7F7F
FR-98,#BFBF00
FS-98,#BFBF00
FT-98,#BFBF00
FU-98,#A3FF73
FV-98,#BFBF00
GH-98,#FF7F7F
GI-98,#BFBF00
GJ-98,#BFBF00
GK-98,#BFBF00
GL-98,#BFBF00
GM-98,#C9D3FE
JQ-98,#A3FF73
LM-98,#C9D3FE
LN-98,#C9D3FE
LO-98,#BFBF00
LP-98,#BFBF00
LQ-98,#BFBF00
LY-98,#C9D3FE
LZ-98,#C9D3FE
MA-98,#C9D3FE
OJ-98,#C9D3FE
OK-98,#FF7F7F
OL-98,#C9D3FE
ON-98,#BFBF00
OO-98,#FF7F7F
FF-97,#C9D3FE
FG-97,#C9D3FE
FH-97,#C9D3FE
FI-97,#C9D3FE
FL-97,#FF7F7F
FM-97,#C9D3FE
FN-97,#C9D3FE
FP-97,#C9D3FE
FQ-97,#FF7F7F
FR-97,#BFBF00
FS-97,#BFBF00
FT-97,#BFBF00
FU-97,#BFBF00
FV-97,#A3FF73
FW-97,#A3FF73
FX-97,#A3FF73
GF-97,#BFBF00
GI-97,#BFBF00
GJ-97,#BFBF00
GK-97,#BFBF00
GL-97,#BFBF00
GM-97,#C9D3FE
LN-97,#C9D3FE
LO-97,#BFBF00
LP-97,#FF7F7F
LQ-97,#BFBF00
LR-97,#C9D3FE
MD-97,#C9D3FE
ME-97,#C9D3FE
MF-97,#C9D3FE
MG-97,#C9D3FE
MH-97,#C9D3FE
MI-97,#C9D3FE
MJ-97,#C9D3FE
OJ-97,#BFBF00
OK-97,#FF7F7F
OL-97,#FF7F7F
FG-96,#A3FF73
FH-96,#C9D3FE
FI-96,#C9D3FE
FK-96,#C9D3FE
FL-96,#C9D3FE
FM-96,#FF7F7F
FN-96,#C9D3FE
FO-96,#FF7F7F
FP-96,#FF7F7F
FQ-96,#BFBF00
FR-96,#BFBF00
FS-96,#BFBF00
FT-96,#BFBF00
FU-96,#BFBF00
FV-96,#BFBF00
FW-96,#BFBF00
FX-96,#A3FF73
GF-96,#BFBF00
GG-96,#BFBF00
GH-96,#BFBF00
GI-96,#BFBF00
GJ-96,#BFBF00
GK-96,#BFBF00
GL-96,#FF7F7F
GM-96,#A3FF73
GP-96,#A3FF73
MC-96,#C9D3FE
MD-96,#C9D3FE
ME-96,#C9D3FE
MF-96,#C9D3FE
MG-96,#C9D3FE
MH-96,#C9D3FE
MI-96,#C9D3FE
OK-96,#C9D3FE
OL-96,#BFBF00
FI-95,#C9D3FE
FJ-95,#C9D3FE
FK-95,#FF7F7F
FL-95,#C9D3FE
FM-95,#FF7F7F
FN-95,#FF7F7F
FO-95,#C9D3FE
FP-95,#FF7F7F
FQ-95,#BFBF00
FR-95,#BFBF00
FS-95,#BFBF00
FT-95,#BFBF00
FU-95,#A3FF73
FV-95,#C9D3FE
FW-95,#A3FF73
FX-95,#C9D3FE
GE-95,#C9D3FE
GF-95,#BFBF00
GG-95,#BFBF00
GI-95,#BFBF00
GJ-95,#BFBF00
GK-95,#BFBF00
GL-95,#BFBF00
GM-95,#C9D3FE
GN-95,#C9D3FE
GO-95,#C9D3FE
GP-95,#BFBF00
GQ-95,#A3FF73
GR-95,#A3FF73
MC-95,#C9D3FE
MJ-95,#C9D3FE
OK-95,#C9D3FE
FH-94,#A3FF73
FI-94,#C9D3FE
FJ-94,#BFBF00
FK-94,#C9D3FE
FL-94,#FF7F7F
FM-94,#C9D3FE
FN-94,#A3FF73
FO-94,#FF7F7F
FP-94,#C9D3FE
FQ-94,#BFBF00
FR-94,#BFBF00
FS-94,#BFBF00
FT-94,#BFBF00
FU-94,#C9D3FE
FV-94,#BFBF00
FW-94,#BFBF00
GE-94,#BFBF00
GF-94,#BFBF00
GG-94,#BFBF00
GH-94,#BFBF00
GL-94,#FF7F7F
GM-94,#C9D3FE
GN-94,#C9D3FE
GO-94,#BFBF00
GP-94,#C9D3FE
GQ-94,#BFBF00
LP-94,#C9D3FE
LR-94,#C9D3FE
MC-94,#C9D3FE
MD-94,#C9D3FE
MG-94,#C9D3FE
MH-94,#C9D3FE
MI-94,#BFBF00
MJ-94,#C9D3FE
MK-94,#BFBF00
MO-94,#C9D3FE
MP-94,#BFBF00
MR-94,#FF7F7F
FH-93,#BFBF00
FI-93,#BFBF00
FJ-93,#BFBF00
FK-93,#BFBF00
FL-93,#BFBF00
FM-93,#BFBF00
FN-93,#BFBF00
FO-93,#C9D3FE
FQ-93,#BFBF00
FS-93,#BFBF00
FT-93,#BFBF00
FU-93,#A3FF73
FV-93,#BFBF00
GE-93,#FF7F7F
GF-93,#C9D3FE
GG-93,#BFBF00
GH-93,#BFBF00
GI-93,#C9D3FE
GK-93,#C9D3FE
GL-93,#BFBF00
GM-93,#C9D3FE
GN-93,#FF7F7F
GO-93,#FF7F7F
GP-93,#FF7F7F
GQ-93,#FF7F7F
LQ-93,#C9D3FE
LR-93,#FF7F7F
LS-93,#C9D3FE
MG-93,#FF7F7F
MH-93,#C9D3FE
MI-93,#BFBF00
MJ-93,#C9D3FE
MK-93,#A3FF73
MN-93,#BFBF00
MO-93,#BFBF00
MP-93,#BFBF00
MQ-93,#FF7F7F
MR-93,#FF7F7F
FG-92,#FF7F7F
FH-92,#BFBF00
FI-92,#BFBF00
FJ-92,#BFBF00
FK-92,#BFBF00
FL-92,#BFBF00
FM-92,#BFBF00
FN-92,#C9D3FE
FO-92,#C9D3FE
FU-92,#BFBF00
GE-92,#C9D3FE
GG-92,#BFBF00
GH-92,#BFBF00
GK-92,#FF7F7F
GL-92,#FF7F7F
GM-92,#FF7F7F
GN-92,#BFBF00
GO-92,#C9D3FE
GP-92,#FF7F7F
GQ-92,#FF7F7F
GR-92,#FF7F7F
LP-92,#C9D3FE
LQ-92,#C9D3FE
LR-92,#C9D3FE
LS-92,#C9D3FE
LT-92,#C9D3FE
MG-92,#A3FF73
MH-92,#A3FF73
MI-92,#A3FF73
MJ-92,#A3FF73
ML-92,#C9D3FE
MM-92,#BFBF00
MN-92,#BFBF00
MO-92,#BFBF00
MP-92,#BFBF00
MQ-92,#C9D3FE
MR-92,#FF7F7F
MS-92,#FF7F7F
FF-91,#A3FF73
FG-91,#BFBF00
FH-91,#BFBF00
FI-91,#BFBF00
FL-91,#BFBF00
FM-91,#BFBF00
GG-91,#BFBF00
GH-91,#BFBF00
GI-91,#C9D3FE
GJ-91,#FF7F7F
GK-91,#FF7F7F
GL-91,#BFBF00
GM-91,#FF7F7F
GN-91,#FF7F7F
GO-91,#FF7F7F
GP-91,#FF7F7F
GQ-91,#C9D3FE
GR-91,#FF7F7F
LQ-91,#C9D3FE
LR-91,#FF7F7F
LS-91,#C9D3FE
LT-91,#C9D3FE
LU-91,#C9D3FE
MF-91,#C9D3FE
MG-91,#C9D3FE
MH-91,#A3FF73
MI-91,#BFBF00
ML-91,#BFBF00
MM-91,#BFBF00
MN-91,#BFBF00
MO-91,#BFBF00
MP-91,#FF7F7F
MQ-91,#BFBF00
MR-91,#FF7F7F
MS-91,#BFBF00
FG-90,#BFBF00
FH-90,#C9D3FE
FI-90,#BFBF00
GF-90,#C9D3FE
GG-90,#C9D3FE
GH-90,#C9D3FE
GI-90,#FF7F7F
GJ-90,#FF7F7F
GN-90,#BFBF00
GO-90,#FF7F7F
GP-90,#FF7F7F
GQ-90,#C9D3FE
GR-90,#FF7F7F
LQ-90,#C9D3FE
LR-90,#C9D3FE
LS-90,#C9D3FE
LT-90,#C9D3FE
LU-90,#C9D3FE
LV-90,#C9D3FE
ME-90,#A3FF73
MF-90,#A3FF73
MG-90,#A3FF73
ML-90,#FF7F7F
MM-90,#BFBF00
MN-90,#BFBF00
MO-90,#BFBF00
MP-90,#BFBF00
MR-90,#FF7F7F
MS-90,#BFBF00
MT-90,#FF7F7F
GG-89,#BFBF00
GH-89,#FF7F7F
GI-89,#FF7F7F
GJ-89,#FF7F7F
GK-89,#FF7F7F
GL-89,#C9D3FE
GM-89,#FF7F7F
GN-89,#BFBF00
GO-89,#FF7F7F
GP-89,#FF7F7F
GQ-89,#FF7F7F
LR-89,#C9D3FE
LS-89,#C9D3FE
LT-89,#FF7F7F
LU-89,#C9D3FE
MN-89,#FF7F7F
MO-89,#BFBF00
MP-89,#FF7F7F
MQ-89,#FF7F7F
MR-89,#FF7F7F
MS-89,#FF7F7F
MT-89,#C9D3FE
GG-88,#BFBF00
GH-88,#BFBF00
GI-88,#BFBF00
GJ-88,#C9D3FE
GK-88,#FF7F7F
GL-88,#FF7F7F
GM-88,#FF7F7F
GN-88,#FF7F7F
GO-88,#FF7F7F
GQ-88,#C9D3FE
MN-88,#BFBF00
MO-88,#BFBF00
MP-88,#FF7F7F
MQ-88,#FF7F7F
MR-88,#FF7F7F
FH-87,#C9D3FE
GI-87,#C9D3FE
GK-87,#BFBF00
GL-87,#FF7F7F
GM-87,#FF7F7F
LE-87,#A3FF73
LF-87,#BFBF00
LH-87,#C9D3FE
LI-87,#C9D3FE
LJ-87,#FF7F7F
LK-87,#BFBF00
LL-87,#BFBF00
LN-87,#C9D3FE
ML-87,#A3FF73
MM-87,#C9D3FE
MN-87,#C9D3FE
MO-87,#BFBF00
MP-87,#FF7F7F
MQ-87,#FF7F7F
MR-87,#FF7F7F
MS-87,#C9D3FE
MT-87,#FF7F7F
FF-86,#C9D3FE
FG-86,#C9D3FE
FH-86,#C9D3FE
FI-86,#FF7F7F
FJ-86,#C9D3FE
LF-86,#C9D3FE
LG-86,#C9D3FE
LI-86,#BFBF00
LK-86,#BFBF00
LL-86,#BFBF00
LM-86,#BFBF00
LN-86,#BFBF00
LO-86,#BFBF00
MF-86,#BFBF00
MG-86,#BFBF00
MH-86,#BFBF00
MK-86,#A3FF73
ML-86,#C9D3FE
MO-86,#C9D3FE
MR-86,#FF7F7F
MS-86,#FF7F7F
MT-86,#FF7F7F
MU-86,#FF7F7F
MV-86,#BFBF00
MW-86,#C9D3FE
MX-86,#C9D3FE
FG-85,#C9D3FE
FH-85,#C9D3FE
FI-85,#C9D3FE
FJ-85,#C9D3FE
FL-85,#C9D3FE
FM-85,#C9D3FE
LL-85,#BFBF00
LM-85,#BFBF00
LO-85,#BFBF00
ME-85,#C9D3FE
MF-85,#FF7F7F
MG-85,#BFBF00
MH-85,#BFBF00
ML-85,#BFBF00
MQ-85,#C9D3FE
MR-85,#FF7F7F
MS-85,#FF7F7F
MT-85,#FF7F7F
MU-85,#FF7F7F
MV-85,#BFBF00
MW-85,#BFBF00
MX-85,#C9D3FE
FF-84,#C9D3FE
FG-84,#C9D3FE
FH-84,#C9D3FE
FI-84,#C9D3FE
FJ-84,#FF7F7F
FL-84,#C9D3FE
FM-84,#C9D3FE
LD-84,#C9D3FE
LF-84,#C9D3FE
LH-84,#BFBF00
LI-84,#BFBF00
LJ-84,#BFBF00
LK-84,#BFBF00
LM-84,#BFBF00
LN-84,#BFBF00
ME-84,#BFBF00
MF-84,#FF7F7F
MG-84,#BFBF00
ML-84,#FF7F7F
MM-84,#C9D3FE
MQ-84,#FF7F7F
MT-84,#C9D3FE
MU-84,#BFBF00
MV-84,#BFBF00
MW-84,#BFBF00
MX-84,#BFBF00
MY-84,#C9D3FE
FG-83,#C9D3FE
FH-83,#BFBF00
FJ-83,#C9D3FE
FK-83,#C9D3FE
FL-83,#BFBF00
FM-83,#C9D3FE
FN-83,#C9D3FE
LD-83,#C9D3FE
LE-83,#A3FF73
LF-83,#C9D3FE
LH-83,#BFBF00
LI-83,#BFBF00
LJ-83,#BFBF00
LK-83,#BFBF00
LL-83,#C9D3FE
LM-83,#BFBF00
LN-83,#BFBF00
LO-83,#BFBF00
MD-83,#C9D3FE
ME-83,#BFBF00
MF-83,#BFBF00
MJ-83,#BFBF00
MK-83,#C9D3FE
ML-83,#BFBF00
MM-83,#FF7F7F
MN-83,#C9D3FE
MP-83,#C9D3FE
MR-83,#C9D3FE
MS-83,#C9D3FE
MU-83,#C9D3FE
MV-83,#BFBF00
MW-83,#BFBF00
MX-83,#BFBF00
MZ-83,#C9D3FE
NA-83,#C9D3FE
ND-83,#C9D3FE
FG-82,#C9D3FE
FH-82,#FF7F7F
FI-82,#C9D3FE
FJ-82,#C9D3FE
FK-82,#C9D3FE
FL-82,#A3FF73
FM-82,#BFBF00
FN-82,#C9D3FE
LD-82,#C9D3FE
LE-82,#C9D3FE
LF-82,#A3FF73
LG-82,#A3FF73
LH-82,#BFBF00
LI-82,#BFBF00
LJ-82,#BFBF00
LK-82,#C9D3FE
LL-82,#FF7F7F
LM-82,#BFBF00
LN-82,#BFBF00
LO-82,#BFBF00
LZ-82,#C9D3FE
MA-82,#C9D3FE
MB-82,#C9D3FE
ME-82,#BFBF00
MF-82,#C9D3FE
MG-82,#C9D3FE
MH-82,#BFBF00
MI-82,#BFBF00
MJ-82,#BFBF00
MK-82,#BFBF00
ML-82,#BFBF00
MM-82,#C9D3FE
MN-82,#C9D3FE
MO-82,#C9D3FE
MP-82,#C9D3FE
MQ-82,#BFBF00
MR-82,#C9D3FE
MS-82,#BFBF00
MU-82,#BFBF00
MV-82,#FF7F7F
MW-82,#BFBF00
MZ-82,#C9D3FE
NA-82,#FF7F7F
NB-82,#FF7F7F
NC-82,#FF7F7F
ND-82,#FF7F7F
NE-82,#FF7F7F
NF-82,#FF7F7F
FH-81,#FF7F7F
FI-81,#FF7F7F
FJ-81,#C9D3FE
FK-81,#BFBF00
FL-81,#BFBF00
FM-81,#C9D3FE
FN-81,#BFBF00
FP-81,#C9D3FE
FQ-81,#C9D3FE
LE-81,#C9D3FE
LF-81,#BFBF00
LG-81,#C9D3FE
LH-81,#C9D3FE
LI-81,#BFBF00
LJ-81,#A3FF73
LK-81,#BFBF00
LL-81,#BFBF00
LM-81,#BFBF00
LN-81,#C9D3FE
LO-81,#A3FF73
LX-81,#C9D3FE
LY-81,#C9D3FE
LZ-81,#C9D3FE
MA-81,#C9D3FE
MB-81,#C9D3FE
ME-81,#A3FF73
MG-81,#C9D3FE
MH-81,#BFBF00
MI-81,#BFBF00
MJ-81,#BFBF00
MK-81,#BFBF00
ML-81,#C9D3FE
MM-81,#C9D3FE
MN-81,#FF7F7F
MO-81,#FF7F7F
MP-81,#C9D3FE
MQ-81,#FF7F7F
MR-81,#BFBF00
MS-81,#BFBF00
MT-81,#FF7F7F
MU-81,#FF7F7F
MV-81,#FF7F7F
MW-81,#C9D3FE
MZ-81,#C9D3FE
NA-81,#FF7F7F
NB-81,#FF7F7F
NC-81,#FF7F7F
ND-81,#C9D3FE
NE-81,#FF7F7F
NF-81,#FF7F7F
NG-81,#FF7F7F
FI-80,#C9D3FE
FJ-80,#A3FF73
FK-80,#C9D3FE
FL-80,#BFBF00
FM-80,#BFBF00
FN-80,#C9D3FE
FO-80,#BFBF00
FP-80,#BFBF00
FQ-80,#C9D3FE
FR-80,#C9D3FE
LE-80,#C9D3FE
LF-80,#C9D3FE
LG-80,#A3FF73
LK-80,#BFBF00
LM-80,#BFBF00
LZ-80,#A3FF73
MA-80,#C9D3FE
MB-80,#A3FF73
MH-80,#BFBF00
MI-80,#BFBF00
ML-80,#C9D3FE
MM-80,#C9D3FE
MN-80,#C9D3FE
MO-80,#C9D3FE
MP-80,#C9D3FE
MQ-80,#C9D3FE
MR-80,#BFBF00
MS-80,#FF7F7F
MT-80,#FF7F7F
MU-80,#FF7F7F
MZ-80,#A3FF73
NA-80,#C9D3FE
NB-80,#BFBF00
NC-80,#FF7F7F
ND-80,#FF7F7F
NE-80,#FF7F7F
NF-80,#FF7F7F
NG-80,#FF7F7F
NH-80,#FF7F7F
FI-79,#A3FF73
FJ-79,#A3FF73
FK-79,#BFBF00
FL-79,#BFBF00
FM-79,#BFBF00
FO-79,#BFBF00
FP-79,#BFBF00
FQ-79,#BFBF00
LZ-79,#C9D3FE
MA-79,#C9D3FE
MB-79,#A3FF73
MC-79,#A3FF73
MI-79,#FF7F7F
MJ-79,#C9D3FE
MK-79,#FF7F7F
ML-79,#C9D3FE
MM-79,#FF7F7F
MN-79,#FF7F7F
MO-79,#C9D3FE
MP-79,#C9D3FE
MQ-79,#FF7F7F
MR-79,#C9D3FE
MS-79,#C9D3FE
NA-79,#C9D3FE
NB-79,#BFBF00
NC-79,#FF7F7F
NE-79,#FF7F7F
NF-79,#FF7F7F
NG-79,#FF7F7F
FJ-78,#C9D3FE
FK-78,#BFBF00
FL-78,#BFBF00
FM-78,#C9D3FE
FO-78,#BFBF00
FP-78,#BFBF00
FQ-78,#BFBF00
LZ-78,#C9D3FE
MB-78,#A3FF73
MC-78,#A3FF73
MJ-78,#C9D3FE
MK-78,#C9D3FE
MM-78,#C9D3FE
MN-78,#FF7F7F
MO-78,#C9D3FE
MP-78,#FF7F7F
MQ-78,#C9D3FE
NA-78,#A3FF73
NB-78,#C9D3FE
NE-78,#C9D3FE
NF-78,#BFBF00
NG-78,#C9D3FE
FI-77,#C9D3FE
FJ-77,#BFBF00
FK-77,#BFBF00
FL-77,#BFBF00
FM-77,#BFBF00
FO-77,#BFBF00
FP-77,#BFBF00
FQ-77,#BFBF00
FR-77,#A3FF73
LZ-77,#C9D3FE
MA-77,#A3FF73
MB-77,#A3FF73
MC-77,#C9D3FE
MJ-77,#C9D3FE
MK-77,#C9D3FE
MM-77,#C9D3FE
MN-77,#C9D3FE
MO-77,#C9D3FE
FJ-76,#BFBF00
FK-76,#BFBF00
FL-76,#C9D3FE
FM-76,#BFBF00
FN-76,#BFBF00
FO-76,#A3FF73
FP-76,#C9D3FE
FQ-76,#BFBF00
MA-76,#A3FF73
MB-76,#C9D3FE
MC-76,#A3FF73
MK-76,#C9D3FE
MN-76,#C9D3FE
MP-76,#C9D3FE
NB-76,#C9D3FE
NF-76,#BFBF00
FJ-75,#C9D3FE
FK-75,#BFBF00
FL-75,#C9D3FE
FN-75,#BFBF00
FO-75,#C9D3FE
MA-75,#A3FF73
MN-75,#C9D3FE
MO-75,#C9D3FE
NB-75,#BFBF00
NC-75,#BFBF00
ND-75,#C9D3FE
NE-75,#C9D3FE
NF-75,#BFBF00
NG-75,#BFBF00
FJ-74,#C9D3FE
FK-74,#FF7F7F
FL-74,#C9D3FE
FM-74,#BFBF00
FN-74,#BFBF00
FO-74,#C9D3FE
FP-74,#C9D3FE
FQ-74,#A3FF73
MZ-74,#FF7F7F
NA-74,#FF7F7F
NB-74,#BFBF00
NC-74,#BFBF00
ND-74,#BFBF00
NE-74,#BFBF00
NF-74,#C9D3FE
FM-73,#BFBF00
FN-73,#A3FF73
FO-73,#A3FF73
MZ-73,#C9D3FE
NA-73,#BFBF00
NB-73,#BFBF00
NC-73,#BFBF00
ND-73,#FF7F7F
NE-73,#C9D3FE
NF-73,#C9D3FE
NG-73,#BFBF00
MP-72,#C9D3FE
MQ-72,#C9D3FE
MR-72,#C9D3FE
MZ-72,#C9D3FE
NA-72,#BFBF00
NB-72,#BFBF00
NC-72,#BFBF00
NE-72,#C9D3FE
NF-72,#C9D3FE
NG-72,#C9D3FE
NH-72,#A3FF73
MO-71,#C9D3FE
MP-71,#A3FF73
MQ-71,#BFBF00
MT-71,#BFBF00
MZ-71,#A3FF73
NA-71,#BFBF00
NE-71,#BFBF00
