GRID_ID,color
DS-134,#BFBF00
FA-134,#BFBF00
FB-134,#C9D3FE
FC-134,#A3FF73
FD-134,#C9D3FE
FE-134,#FF7F7F
FF-134,#C9D3FE
KA-134,#BFBF00
KC-134,#C9D3FE
KE-134,#C9D3FE
OU-134,#C9D3FE
OV-134,#BFBF00
OW-134,#BFBF00
OX-134,#BFBF00
OY-134,#C9D3FE
PA-134,#FF7F7F
PB-134,#FF7F7F
PC-134,#BFBF00
PD-134,#FF7F7F
CW-133,#A3FF73
CX-133,#A3FF73
CY-133,#A3FF73
CZ-133,#A3FF73
DA-133,#A3FF73
DB-133,#BFBF00
DC-133,#BFBF00
DD-133,#BFBF00
DE-133,#BFBF00
DF-133,#A3FF73
DG-133,#BFBF00
DH-133,#BFBF00
DI-133,#C9D3FE
DQ-133,#C9D3FE
ET-133,#C9D3FE
EU-133,#C9D3FE
EZ-133,#BFBF00
FA-133,#C9D3FE
FB-133,#C9D3FE
FC-133,#C9D3FE
FD-133,#C9D3FE
FE-133,#C9D3FE
FF-133,#C9D3FE
FG-133,#FF7F7F
FH-133,#C9D3FE
FL-133,#C9D3FE
OW-133,#BFBF00
OX-133,#BFBF00
OY-133,#BFBF00
OZ-133,#BFBF00
PA-133,#FF7F7F
PB-133,#BFBF00
PC-133,#BFBF00
PD-133,#FF7F7F
CW-132,#C9D3FE
CX-132,#C9D3FE
CY-132,#A3FF73
CZ-132,#BFBF00
DA-132,#C9D3FE
DB-132,#A3FF73
DC-132,#C9D3FE
DD-132,#C9D3FE
DE-132,#C9D3FE
DF-132,#C9D3FE
DG-132,#BFBF00
DH-132,#C9D3FE
ET-132,#BFBF00
EU-132,#BFBF00
EZ-132,#C9D3FE
FA-132,#C9D3FE
FC-132,#C9D3FE
FD-132,#C9D3FE
FE-132,#C9D3FE
FF-132,#C9D3FE
FG-132,#FF7F7F
FH-132,#C9D3FE
FJ-132,#C9D3FE
FK-132,#C9D3FE
FL-132,#C9D3FE
OF-132,#C9D3FE
OH-132,#C9D3FE
OP-132,#C9D3FE
OR-132,#BFBF00
OW-132,#C9D3FE
OX-132,#BFBF00
OY-132,#C9D3FE
OZ-132,#BFBF00
PA-132,#BFBF00
PB-132,#BFBF00
PC-132,#BFBF00
PD-132,#C9D3FE
PE-132,#C9D3FE
CY-131,#C9D3FE
CZ-131,#A3FF73
DA-131,#A3FF73
DB-131,#C9D3FE
DC-131,#A3FF73
DD-131,#A3FF73
DE-131,#A3FF73
DF-131,#C9D3FE
DG-131,#FF7F7F
DH-131,#BFBF00
DI-131,#C9D3FE
DJ-131,#C9D3FE
DK-131,#C9D3FE
DL-131,#C9D3FE
ED-131,#C9D3FE
EE-131,#C9D3FE
EF-131,#C9D3FE
EH-131,#C9D3FE
EI-131,#C9D3FE
ET-131,#C9D3FE
EU-131,#BFBF00
EV-131,#A3FF73
EW-131,#C9D3FE
EY-131,#C9D3FE
EZ-131,#C9D3FE
FA-131,#C9D3FE
FF-131,#FF7F7F
FG-131,#FF7F7F
FH-131,#FF7F7F
FI-131,#FF7F7F
FJ-131,#C9D3FE
FK-131,#BFBF00
FL-131,#BFBF00
FM-131,#BFBF00
FN-131,#C9D3FE
FP-131,#C9D3FE
FR-131,#C9D3FE
OD-131,#BFBF00
OE-131,#C9D3FE
OF-131,#BFBF00
OG-131,#FF7F7F
OH-131,#C9D3FE
OK-131,#C9D3FE
OL-131,#C9D3FE
OM-131,#C9D3FE
OO-131,#C9D3FE
OP-131,#C9D3FE
OQ-131,#A3FF73
OR-131,#BFBF00
OS-131,#BFBF00
OT-131,#BFBF00
OY-131,#BFBF00
OZ-131,#FF7F7F
PA-131,#BFBF00
PB-131,#C9D3FE
PC-131,#FF7F7F
DD-130,#C9D3FE
DE-130,#BFBF00
DF-130,#C9D3FE
DG-130,#FF7F7F
DH-130,#C9D3FE
DI-130,#FF7F7F
DJ-130,#C9D3FE
DK-130,#C9D3FE
EC-130,#BFBF00
ED-130,#A3FF73
EE-130,#C9D3FE
EG-130,#C9D3FE
EH-130,#A3FF73
EI-130,#C9D3FE
EL-130,#A3FF73
EN-130,#BFBF00
ET-130,#C9D3FE
EU-130,#A3FF73
EV-130,#A3FF73
EW-130,#A3FF73
FE-130,#FF7F7F
FF-130,#C9D3FE
FG-130,#C9D3FE
FH-130,#C9D3FE
FI-130,#C9D3FE
FJ-130,#C9D3FE
FK-130,#BFBF00
FL-130,#C9D3FE
FM-130,#C9D3FE
FN-130,#FF7F7F
FO-130,#C9D3FE
FP-130,#FF7F7F
FQ-130,#FF7F7F
FR-130,#FF7F7F
FT-130,#BFBF00
FU-130,#C9D3FE
KD-130,#C9D3FE
KE-130,#C9D3FE
KF-130,#BFBF00
KG-130,#C9D3FE
KH-130,#C9D3FE
LH-130,#BFBF00
LI-130,#C9D3FE
OB-130,#BFBF00
OC-130,#BFBF00
OD-130,#BFBF00
OE-130,#BFBF00
OF-130,#BFBF00
OG-130,#BFBF00
OH-130,#BFBF00
OK-130,#C9D3FE
OL-130,#C9D3FE
OM-130,#C9D3FE
ON-130,#C9D3FE
OO-130,#C9D3FE
OP-130,#A3FF73
OQ-130,#C9D3FE
OR-130,#BFBF00
OS-130,#BFBF00
OT-130,#C9D3FE
OU-130,#C9D3FE
OV-130,#C9D3FE
PA-130,#C9D3FE
PC-130,#C9D3FE
DE-129,#FF7F7F
DF-129,#FF7F7F
DG-129,#BFBF00
DH-129,#C9D3FE
DI-129,#FF7F7F
DJ-129,#C9D3FE
EB-129,#A3FF73
EC-129,#BFBF00
ED-129,#BFBF00
EE-129,#C9D3FE
EF-129,#C9D3FE
EG-129,#BFBF00
EH-129,#A3FF73
EJ-129,#A3FF73
EL-129,#A3FF73
EM-129,#BFBF00
EN-129,#BFBF00
EO-129,#C9D3FE
EP-129,#BFBF00
ER-129,#A3FF73
ES-129,#A3FF73
ET-129,#A3FF73
EU-129,#A3FF73
EV-129,#A3FF73
EW-129,#A3FF73
FG-129,#C9D3FE
FH-129,#FF7F7F
FI-129,#BFBF00
FJ-129,#BFBF00
FK-129,#C9D3FE
FL-129,#A3FF73
FM-129,#BFBF00
FN-129,#BFBF00
FO-129,#C9D3FE
FP-129,#FF7F7F
FQ-129,#BFBF00
FR-129,#C9D3FE
FT-129,#C9D3FE
FU-129,#C9D3FE
FV-129,#A3FF73
KD-129,#C9D3FE
KE-129,#BFBF00
KF-129,#BFBF00
KG-129,#A3FF73
KH-129,#BFBF00
LH-129,#BFBF00
LI-129,#BFBF00
LJ-129,#BFBF00
LK-129,#C9D3FE
LL-129,#C9D3FE
NZ-129,#C9D3FE
OA-129,#BFBF00
OB-129,#A3FF73
OC-129,#BFBF00
OD-129,#BFBF00
OE-129,#BFBF00
OF-129,#BFBF00
OG-129,#BFBF00
OH-129,#A3FF73
OL-129,#C9D3FE
OM-129,#C9D3FE
ON-129,#C9D3FE
OO-129,#BFBF00
OP-129,#BFBF00
OQ-129,#BFBF00
OR-129,#BFBF00
OS-129,#C9D3FE
OT-129,#A3FF73
OU-129,#A3FF73
OV-129,#C9D3FE
OW-129,#BFBF00
OX-129,#C9D3FE
DD-128,#FF7F7F
DE-128,#FF7F7F
DF-128,#FF7F7F
DG-128,#C9D3FE
DH-128,#FF7F7F
DI-128,#FF7F7F
DJ-128,#FF7F7F
DK-128,#FF7F7F
EB-128,#BFBF00
EC-128,#BFBF00
ED-128,#BFBF00
EE-128,#A3FF73
EF-128,#BFBF00
EG-128,#BFBF00
EH-128,#BFBF00
EI-128,#BFBF00
EJ-128,#A3FF73
EK-128,#A3FF73
EL-128,#A3FF73
EM-128,#BFBF00
EN-128,#A3FF73
EO-128,#BFBF00
EP-128,#BFBF00
EQ-128,#A3FF73
ER-128,#A3FF73
ES-128,#C9D3FE
ET-128,#C9D3FE
EU-128,#C9D3FE
EV-128,#C9D3FE
FG-128,#C9D3FE
FH-128,#BFBF00
FI-128,#C9D3FE
FJ-128,#BFBF00
FK-128,#A3FF73
FL-128,#BFBF00
FM-128,#BFBF00
FN-128,#BFBF00
FO-128,#FF7F7F
FT-128,#BFBF00
FU-128,#FF7F7F
FV-128,#C9D3FE
KD-128,#BFBF00
KE-128,#BFBF00
KF-128,#BFBF00
KG-128,#A3FF73
KH-128,#BFBF00
KI-128,#A3FF73
LF-128,#BFBF00
LI-128,#BFBF00
LJ-128,#BFBF00
LK-128,#BFBF00
LL-128,#A3FF73
LX-128,#C9D3FE
LZ-128,#C9D3FE
MB-128,#FF7F7F
NX-128,#C9D3FE
NY-128,#BFBF00
NZ-128,#BFBF00
OA-128,#BFBF00
OB-128,#BFBF00
OC-128,#BFBF00
OD-128,#BFBF00
OE-128,#A3FF73
OF-128,#BFBF00
OG-128,#BFBF00
OI-128,#C9D3FE
OJ-128,#C9D3FE
OM-128,#C9D3FE
ON-128,#C9D3FE
OO-128,#BFBF00
OP-128,#BFBF00
OQ-128,#C9D3FE
OR-128,#BFBF00
OS-128,#C9D3FE
OT-128,#C9D3FE
OU-128,#C9D3FE
OV-128,#C9D3FE
OW-128,#C9D3FE
OX-128,#C9D3FE
DC-127,#FF7F7F
DD-127,#C9D3FE
DE-127,#FF7F7F
DF-127,#FF7F7F
DG-127,#FF7F7F
DH-127,#FF7F7F
DI-127,#BFBF00
DJ-127,#FF7F7F
DK-127,#FF7F7F
EB-127,#A3FF73
EC-127,#BFBF00
ED-127,#BFBF00
EE-127,#C9D3FE
EF-127,#A3FF73
EG-127,#BFBF00
EH-127,#BFBF00
EI-127,#A3FF73
EJ-127,#BFBF00
EK-127,#BFBF00
EL-127,#A3FF73
EM-127,#BFBF00
EN-127,#A3FF73
EO-127,#BFBF00
EP-127,#BFBF00
EQ-127,#A3FF73
ES-127,#A3FF73
ET-127,#C9D3FE
EU-127,#C9D3FE
FI-127,#A3FF73
FJ-127,#BFBF00
FK-127,#A3FF73
FL-127,#BFBF00
FM-127,#BFBF00
FN-127,#BFBF00
FO-127,#FF7F7F
FP-127,#FF7F7F
FS-127,#FF7F7F
KE-127,#BFBF00
KG-127,#C9D3FE
KH-127,#A3FF73
KI-127,#A3FF73
LD-127,#FF7F7F
LE-127,#BFBF00
LF-127,#BFBF00
LI-127,#BFBF00
LJ-127,#BFBF00
LK-127,#BFBF00
LL-127,#C9D3FE
LX-127,#C9D3FE
LY-127,#FF7F7F
LZ-127,#C9D3FE
MA-127,#FF7F7F
MB-127,#C9D3FE
NY-127,#C9D3FE
NZ-127,#A3FF73
OA-127,#BFBF00
OB-127,#BFBF00
OC-127,#BFBF00
OD-127,#BFBF00
OE-127,#C9D3FE
OH-127,#A3FF73
OI-127,#BFBF00
OJ-127,#FF7F7F
OK-127,#C9D3FE
OL-127,#C9D3FE
OQ-127,#BFBF00
OR-127,#BFBF00
OS-127,#BFBF00
OT-127,#C9D3FE
OU-127,#C9D3FE
OV-127,#BFBF00
OW-127,#A3FF73
PB-127,#A3FF73
PC-127,#C9D3FE
PD-127,#C9D3FE
DC-126,#C9D3FE
DD-126,#FF7F7F
DE-126,#C9D3FE
DG-126,#C9D3FE
DI-126,#FF7F7F
DK-126,#C9D3FE
EB-126,#A3FF73
EC-126,#BFBF00
ED-126,#BFBF00
EE-126,#BFBF00
EF-126,#A3FF73
EG-126,#BFBF00
EH-126,#BFBF00
EI-126,#BFBF00
EJ-126,#BFBF00
EK-126,#BFBF00
EL-126,#A3FF73
EM-126,#A3FF73
EN-126,#BFBF00
EO-126,#BFBF00
EP-126,#BFBF00
EQ-126,#A3FF73
ES-126,#C9D3FE
ET-126,#C9D3FE
EU-126,#C9D3FE
FI-126,#BFBF00
FJ-126,#BFBF00
FK-126,#BFBF00
FL-126,#C9D3FE
FM-126,#BFBF00
FN-126,#BFBF00
FO-126,#FF7F7F
FP-126,#FF7F7F
FQ-126,#FF7F7F
KH-126,#C9D3FE
KI-126,#BFBF00
LB-126,#C9D3FE
LC-126,#FF7F7F
LD-126,#FF7F7F
LE-126,#BFBF00
LF-126,#FF7F7F
LH-126,#C9D3FE
LK-126,#BFBF00
LL-126,#A3FF73
LM-126,#A3FF73
LY-126,#C9D3FE
LZ-126,#A3FF73
MA-126,#C9D3FE
MB-126,#A3FF73
NY-126,#C9D3FE
NZ-126,#C9D3FE
OA-126,#A3FF73
OB-126,#BFBF00
OC-126,#BFBF00
OD-126,#BFBF00
OE-126,#BFBF00
OF-126,#BFBF00
OG-126,#A3FF73
OH-126,#A3FF73
OI-126,#BFBF00
OJ-126,#BFBF00
OK-126,#A3FF73
OL-126,#C9D3FE
OM-126,#BFBF00
ON-126,#BFBF00
OO-126,#C9D3FE
OP-126,#BFBF00
OQ-126,#BFBF00
OR-126,#BFBF00
OS-126,#C9D3FE
OT-126,#FF7F7F
OU-126,#C9D3FE
OV-126,#C9D3FE
OY-126,#A3FF73
OZ-126,#BFBF00
PA-126,#BFBF00
PB-126,#BFBF00
PC-126,#C9D3FE
PD-126,#C9D3FE
PH-126,#FF7F7F
PJ-126,#FF7F7F
EC-125,#A3FF73
ED-125,#A3FF73
EE-125,#BFBF00
EF-125,#BFBF00
EG-125,#A3FF73
EH-125,#A3FF73
EI-125,#A3FF73
EJ-125,#C9D3FE
EK-125,#BFBF00
EL-125,#A3FF73
EM-125,#BFBF00
EN-125,#A3FF73
EO-125,#BFBF00
EP-125,#C9D3FE
EQ-125,#C9D3FE
FF-125,#C9D3FE
FH-125,#A3FF73
FJ-125,#A3FF73
FK-125,#A3FF73
FL-125,#A3FF73
FM-125,#BFBF00
FN-125,#BFBF00
FO-125,#BFBF00
FP-125,#BFBF00
FQ-125,#FF7F7F
LB-125,#C9D3FE
LC-125,#FF7F7F
LD-125,#BFBF00
LE-125,#BFBF00
LH-125,#BFBF00
LI-125,#BFBF00
LK-125,#BFBF00
LY-125,#C9D3FE
LZ-125,#A3FF73
MA-125,#A3FF73
MB-125,#BFBF00
MC-125,#A3FF73
NY-125,#C9D3FE
NZ-125,#C9D3FE
OA-125,#A3FF73
OB-125,#A3FF73
OC-125,#BFBF00
OD-125,#BFBF00
OE-125,#A3FF73
OF-125,#BFBF00
OG-125,#BFBF00
OH-125,#BFBF00
OI-125,#BFBF00
OJ-125,#C9D3FE
OK-125,#BFBF00
OM-125,#BFBF00
ON-125,#FF7F7F
OO-125,#BFBF00
OP-125,#BFBF00
OQ-125,#BFBF00
OR-125,#BFBF00
OS-125,#FF7F7F
OT-125,#FF7F7F
OU-125,#C9D3FE
OX-125,#A3FF73
OY-125,#A3FF73
OZ-125,#C9D3FE
PA-125,#C9D3FE
PB-125,#A3FF73
PC-125,#C9D3FE
PD-125,#BFBF00
PE-125,#C9D3FE
PF-125,#FF7F7F
PG-125,#FF7F7F
PH-125,#FF7F7F
PI-125,#FF7F7F
PJ-125,#FF7F7F
PK-125,#FF7F7F
EC-124,#A3FF73
ED-124,#A3FF73
EE-124,#A3FF73
EF-124,#A3FF73
EG-124,#A3FF73
EH-124,#A3FF73
EI-124,#A3FF73
EJ-124,#C9D3FE
EK-124,#BFBF00
EL-124,#A3FF73
EM-124,#BFBF00
EN-124,#BFBF00
EO-124,#BFBF00
FE-124,#FF7F7F
FF-124,#BFBF00
FG-124,#BFBF00
FH-124,#C9D3FE
FI-124,#A3FF73
FJ-124,#A3FF73
FM-124,#C9D3FE
FQ-124,#C9D3FE
LB-124,#C9D3FE
LC-124,#FF7F7F
LD-124,#BFBF00
LE-124,#BFBF00
LH-124,#BFBF00
LI-124,#BFBF00
LY-124,#C9D3FE
MA-124,#BFBF00
MC-124,#C9D3FE
OA-124,#C9D3FE
OC-124,#A3FF73
OD-124,#C9D3FE
OE-124,#A3FF73
OF-124,#A3FF73
OG-124,#BFBF00
OH-124,#BFBF00
OI-124,#BFBF00
OR-124,#BFBF00
OS-124,#BFBF00
OT-124,#BFBF00
OU-124,#C9D3FE
OW-124,#C9D3FE
OX-124,#BFBF00
OY-124,#A3FF73
OZ-124,#C9D3FE
PA-124,#C9D3FE
PB-124,#C9D3FE
PC-124,#BFBF00
PD-124,#FF7F7F
PE-124,#FF7F7F
PF-124,#FF7F7F
PG-124,#FF7F7F
PH-124,#FF7F7F
PI-124,#FF7F7F
PJ-124,#FF7F7F
PK-124,#FF7F7F
PL-124,#FF7F7F
EC-123,#C9D3FE
ED-123,#C9D3FE
EE-123,#A3FF73
EF-123,#A3FF73
EG-123,#A3FF73
EH-123,#C9D3FE
EK-123,#C9D3FE
EM-123,#C9D3FE
EN-123,#C9D3FE
EO-123,#FF7F7F
EP-123,#C9D3FE
FD-123,#C9D3FE
FE-123,#BFBF00
FF-123,#BFBF00
FG-123,#BFBF00
FI-123,#BFBF00
LB-123,#C9D3FE
LC-123,#FF7F7F
LD-123,#FF7F7F
LE-123,#BFBF00
LF-123,#BFBF00
LG-123,#BFBF00
LH-123,#BFBF00
LI-123,#BFBF00
LJ-123,#C9D3FE
OG-123,#C9D3FE
OH-123,#C9D3FE
OI-123,#A3FF73
OR-123,#BFBF00
OS-123,#BFBF00
OU-123,#C9D3FE
OW-123,#C9D3FE
OX-123,#C9D3FE
OY-123,#BFBF00
OZ-123,#C9D3FE
PA-123,#BFBF00
PB-123,#C9D3FE
PC-123,#BFBF00
PD-123,#FF7F7F
PE-123,#FF7F7F
PF-123,#FF7F7F
PG-123,#FF7F7F
PH-123,#FF7F7F
PI-123,#FF7F7F
PJ-123,#FF7F7F
PK-123,#C9D3FE
PL-123,#FF7F7F
EE-122,#C9D3FE
EG-122,#C9D3FE
EM-122,#C9D3FE
EO-122,#C9D3FE
FD-122,#BFBF00
FE-122,#FF7F7F
FF-122,#BFBF00
FR-122,#C9D3FE
FS-122,#C9D3FE
LC-122,#FF7F7F
LD-122,#FF7F7F
LE-122,#FF7F7F
LF-122,#BFBF00
LG-122,#BFBF00
LH-122,#BFBF00
LI-122,#BFBF00
LJ-122,#C9D3FE
OG-122,#BFBF00
OH-122,#BFBF00
OI-122,#BFBF00
OP-122,#C9D3FE
OQ-122,#BFBF00
OR-122,#BFBF00
OS-122,#BFBF00
OX-122,#C9D3FE
OY-122,#A3FF73
OZ-122,#A3FF73
PA-122,#A3FF73
PB-122,#C9D3FE
PD-122,#C9D3FE
PF-122,#FF7F7F
PG-122,#FF7F7F
PH-122,#C9D3FE
PI-122,#FF7F7F
PJ-122,#FF7F7F
PK-122,#FF7F7F
PL-122,#FF7F7F
FB-121,#C9D3FE
FC-121,#FF7F7F
FD-121,#FF7F7F
FE-121,#FF7F7F
FF-121,#FF7F7F
FH-121,#C9D3FE
FJ-121,#C9D3FE
FR-121,#FF7F7F
FS-121,#FF7F7F
LC-121,#FF7F7F
LE-121,#FF7F7F
LF-121,#C9D3FE
LG-121,#BFBF00
LH-121,#C9D3FE
LI-121,#BFBF00
OG-121,#A3FF73
OH-121,#C9D3FE
OI-121,#C9D3FE
OJ-121,#FF7F7F
OP-121,#BFBF00
OQ-121,#BFBF00
OR-121,#BFBF00
OS-121,#BFBF00
OT-121,#A3FF73
OX-121,#C9D3FE
OY-121,#BFBF00
OZ-121,#A3FF73
PA-121,#BFBF00
PB-121,#C9D3FE
PC-121,#C9D3FE
PD-121,#FF7F7F
PE-121,#FF7F7F
PF-121,#FF7F7F
PG-121,#FF7F7F
PI-121,#FF7F7F
PJ-121,#FF7F7F
PK-121,#FF7F7F
PL-121,#C9D3FE
FB-120,#C9D3FE
FC-120,#FF7F7F
FD-120,#FF7F7F
FE-120,#FF7F7F
FF-120,#BFBF00
FG-120,#C9D3FE
FH-120,#BFBF00
FI-120,#BFBF00
FJ-120,#BFBF00
FP-120,#C9D3FE
FQ-120,#FF7F7F
FR-120,#FF7F7F
FS-120,#FF7F7F
FT-120,#FF7F7F
FU-120,#C9D3FE
LD-120,#C9D3FE
LE-120,#BFBF00
LF-120,#C9D3FE
LH-120,#C9D3FE
LI-120,#A3FF73
LT-120,#C9D3FE
LU-120,#FF7F7F
LV-120,#FF7F7F
MA-120,#A3FF73
MB-120,#C9D3FE
OI-120,#BFBF00
OJ-120,#A3FF73
OK-120,#BFBF00
OO-120,#C9D3FE
OP-120,#BFBF00
OQ-120,#BFBF00
OS-120,#A3FF73
OY-120,#A3FF73
OZ-120,#C9D3FE
PA-120,#BFBF00
PB-120,#FF7F7F
PC-120,#C9D3FE
PE-120,#FF7F7F
PF-120,#FF7F7F
PG-120,#FF7F7F
PH-120,#FF7F7F
PI-120,#C9D3FE
PJ-120,#FF7F7F
PK-120,#C9D3FE
FC-119,#FF7F7F
FD-119,#FF7F7F
FE-119,#FF7F7F
FF-119,#BFBF00
FG-119,#C9D3FE
FH-119,#BFBF00
FI-119,#FF7F7F
FN-119,#C9D3FE
FO-119,#FF7F7F
FP-119,#C9D3FE
FR-119,#FF7F7F
FS-119,#FF7F7F
FT-119,#FF7F7F
FU-119,#FF7F7F
JJ-119,#C9D3FE
JL-119,#A3FF73
KB-119,#A3FF73
KD-119,#C9D3FE
LE-119,#C9D3FE
LF-119,#C9D3FE
LG-119,#C9D3FE
LH-119,#C9D3FE
LI-119,#C9D3FE
LU-119,#C9D3FE
LV-119,#C9D3FE
LZ-119,#BFBF00
MA-119,#BFBF00
MB-119,#A3FF73
OO-119,#C9D3FE
OP-119,#BFBF00
OQ-119,#A3FF73
PA-119,#C9D3FE
PB-119,#C9D3FE
PG-119,#FF7F7F
PH-119,#C9D3FE
PI-119,#C9D3FE
FD-118,#C9D3FE
FE-118,#FF7F7F
FF-118,#FF7F7F
FG-118,#C9D3FE
FH-118,#C9D3FE
FI-118,#C9D3FE
FN-118,#C9D3FE
FO-118,#FF7F7F
FP-118,#C9D3FE
FQ-118,#C9D3FE
FR-118,#FF7F7F
FS-118,#C9D3FE
JJ-118,#C9D3FE
JK-118,#A3FF73
JY-118,#A3FF73
JZ-118,#A3FF73
KA-118,#A3FF73
KB-118,#BFBF00
KC-118,#A3FF73
KD-118,#A3FF73
KE-118,#C9D3FE
LG-118,#C9D3FE
LI-118,#C9D3FE
LU-118,#BFBF00
LZ-118,#BFBF00
MA-118,#BFBF00
MB-118,#C9D3FE
OO-118,#C9D3FE
OP-118,#C9D3FE
OQ-118,#C9D3FE
FE-117,#FF7F7F
FF-117,#C9D3FE
FP-117,#BFBF00
FQ-117,#C9D3FE
FR-117,#BFBF00
FS-117,#FF7F7F
JX-117,#A3FF73
JY-117,#A3FF73
JZ-117,#BFBF00
KA-117,#C9D3FE
KC-117,#A3FF73
KD-117,#A3FF73
KE-117,#C9D3FE
LX-117,#C9D3FE
LY-117,#BFBF00
LZ-117,#BFBF00
MA-117,#BFBF00
FO-116,#A3FF73
FP-116,#A3FF73
FQ-116,#BFBF00
FR-116,#A3FF73
FS-116,#BFBF00
JX-116,#C9D3FE
JY-116,#A3FF73
JZ-116,#A3FF73
KA-116,#BFBF00
KB-116,#A3FF73
KC-116,#C9D3FE
LZ-116,#C9D3FE
FQ-115,#A3FF73
FR-115,#A3FF73
FS-115,#A3FF73
JX-115,#C9D3FE
JY-115,#BFBF00
JZ-115,#C9D3FE
KA-115,#BFBF00
FP-114,#A3FF73
FQ-114,#A3FF73
FR-114,#A3FF73
FT-114,#A3FF73
JX-114,#C9D3FE
JY-114,#C9D3FE
JZ-114,#C9D3FE
MD-114,#A3FF73
MF-114,#C9D3FE
MG-114,#C9D3FE
MH-114,#C9D3FE
MI-114,#C9D3FE
OD-114,#A3FF73
OE-114,#A3FF73
OF-114,#FF7F7F
OG-114,#A3FF73
OH-114,#C9D3FE
FN-113,#C9D3FE
FO-113,#A3FF73
FP-113,#A3FF73
FQ-113,#A3FF73
FR-113,#A3FF73
FS-113,#A3FF73
FT-113,#A3FF73
FU-113,#C9D3FE
MD-113,#A3FF73
ME-113,#BFBF00
MF-113,#C9D3FE
MG-113,#C9D3FE
MH-113,#BFBF00
MI-113,#C9D3FE
OD-113,#C9D3FE
OE-113,#C9D3FE
OF-113,#FF7F7F
OG-113,#C9D3FE
PL-113,#C9D3FE
PM-113,#C9D3FE
FN-112,#C9D3FE
FO-112,#A3FF73
FP-112,#A3FF73
FQ-112,#A3FF73
FS-112,#C9D3FE
FT-112,#A3FF73
FU-112,#BFBF00
KC-112,#BFBF00
KD-112,#C9D3FE
KL-112,#C9D3FE
KM-112,#A3FF73
KN-112,#C9D3FE
KO-112,#A3FF73
KP-112,#C9D3FE
ME-112,#A3FF73
MF-112,#BFBF00
MG-112,#A3FF73
MH-112,#A3FF73
MJ-112,#C9D3FE
OD-112,#C9D3FE
OE-112,#FF7F7F
OF-112,#FF7F7F
OG-112,#FF7F7F
PK-112,#FF7F7F
PL-112,#FF7F7F
PM-112,#C9D3FE
PN-112,#FF7F7F
FO-111,#BFBF00
FP-111,#C9D3FE
FT-111,#A3FF73
FU-111,#A3FF73
KB-111,#C9D3FE
KC-111,#C9D3FE
KD-111,#C9D3FE
KK-111,#A3FF73
KL-111,#C9D3FE
KM-111,#BFBF00
KN-111,#C9D3FE
KO-111,#A3FF73
KP-111,#C9D3FE
KR-111,#C9D3FE
MG-111,#C9D3FE
MH-111,#BFBF00
MI-111,#A3FF73
MJ-111,#A3FF73
MK-111,#A3FF73
OD-111,#C9D3FE
OE-111,#C9D3FE
OF-111,#C9D3FE
OG-111,#C9D3FE
OJ-111,#C9D3FE
PK-111,#FF7F7F
PL-111,#FF7F7F
PM-111,#FF7F7F
PN-111,#FF7F7F
FT-110,#A3FF73
FU-110,#A3FF73
FV-110,#C9D3FE
KB-110,#FF7F7F
KC-110,#C9D3FE
KD-110,#BFBF00
KE-110,#BFBF00
KF-110,#A3FF73
KG-110,#BFBF00
KH-110,#C9D3FE
KK-110,#C9D3FE
KL-110,#A3FF73
KM-110,#BFBF00
KN-110,#C9D3FE
KO-110,#BFBF00
KP-110,#C9D3FE
KQ-110,#FF7F7F
KR-110,#FF7F7F
MH-110,#C9D3FE
MI-110,#C9D3FE
MJ-110,#A3FF73
MK-110,#A3FF73
OD-110,#C9D3FE
OE-110,#FF7F7F
OF-110,#C9D3FE
OI-110,#C9D3FE
OJ-110,#C9D3FE
OK-110,#C9D3FE
PI-110,#C9D3FE
PJ-110,#FF7F7F
PK-110,#C9D3FE
PL-110,#FF7F7F
PM-110,#FF7F7F
FU-109,#A3FF73
JZ-109,#A3FF73
KA-109,#FF7F7F
KB-109,#BFBF00
KC-109,#BFBF00
KD-109,#BFBF00
KE-109,#BFBF00
KF-109,#BFBF00
KG-109,#BFBF00
KJ-109,#C9D3FE
KK-109,#BFBF00
KL-109,#BFBF00
KM-109,#A3FF73
KN-109,#A3FF73
KO-109,#C9D3FE
KP-109,#BFBF00
KQ-109,#BFBF00
KR-109,#BFBF00
MI-109,#C9D3FE
MK-109,#C9D3FE
OI-109,#C9D3FE
OJ-109,#C9D3FE
PI-109,#C9D3FE
PJ-109,#FF7F7F
PK-109,#FF7F7F
PL-109,#FF7F7F
PM-109,#C9D3FE
JX-108,#C9D3FE
JY-108,#C9D3FE
JZ-108,#BFBF00
KA-108,#C9D3FE
KB-108,#C9D3FE
KC-108,#BFBF00
KD-108,#BFBF00
KE-108,#A3FF73
KF-108,#BFBF00
KG-108,#BFBF00
KH-108,#A3FF73
KJ-108,#BFBF00
KK-108,#C9D3FE
KL-108,#C9D3FE
KM-108,#A3FF73
KN-108,#BFBF00
KO-108,#C9D3FE
KP-108,#BFBF00
KQ-108,#C9D3FE
OV-108,#C9D3FE
PI-108,#C9D3FE
PJ-108,#FF7F7F
PK-108,#C9D3FE
PL-108,#FF7F7F
PM-108,#FF7F7F
PN-108,#C9D3FE
JX-107,#C9D3FE
JY-107,#A3FF73
JZ-107,#BFBF00
KA-107,#FF7F7F
KB-107,#BFBF00
KC-107,#BFBF00
KD-107,#BFBF00
KE-107,#C9D3FE
KH-107,#A3FF73
KJ-107,#C9D3FE
KK-107,#BFBF00
KL-107,#BFBF00
